Simulation	SoftwareName	JaamSim	-
Simulation	SoftwareVersion	2022-07	-
Simulation	ConfigurationFile	C:\Users\dcla189\OneDrive - The University of Auckland\2023 Sem2\2023.2\355JaamSim\group\complete_model.cfg	-
Simulation	ScenarioNumber	1.0	-
Simulation	ScenarioIndex	{ 1 }	-
Simulation	ReplicationNumber	1.0	-
Simulation	RunNumber	1.0	-
Simulation	RunIndex	{ 1 }	-
Simulation	PresentTimeAndDate	Oct 18, 2023 12:12	-
Simulation	InitializationDuration	168.0	h
Simulation	RunDuration	504.0	h
Simulation	PresentSimulationTime	0.0	h

this.SimTime/1[h]	Scenario	Replication	this.obj	Event	EventTime
5.810532126111111	1	1	Orderly4	PatientTransit.travel-to-destination	5.013500225833334
5.810532126111111	1	1	Orderly4	PatientTransit.dropoff	5.264519556944444
5.810532126111111	1	1	Orderly4	PatientTransit.wait-at-dropoff	5.326683482499999
5.810532126111111	1	1	Orderly4	PatientTransit.travel-to-base	5.660016815833333
5.810532126111111	1	1	Orderly4	PatientTransit.wait-task-orderly	5.810532126111111
5.9651370722222214	1	1	Orderly1	PatientTransit.orderly-travel-to-patient	4.428325761111111
5.9651370722222214	1	1	Orderly1	PatientTransit.pickup	4.447197072777778
5.9651370722222214	1	1	Orderly1	PatientTransit.travel-to-destination	4.546318091944444
5.9651370722222214	1	1	Orderly1	PatientTransit.dropoff	5.319409112777778
5.9651370722222214	1	1	Orderly1	PatientTransit.wait-at-dropoff	5.334748330555555
5.9651370722222214	1	1	Orderly1	PatientTransit.travel-to-base	5.668081663888888
5.9651370722222214	1	1	Orderly1	PatientTransit.wait-task-orderly	5.9651370722222214
6.5483646874999994	1	1	Orderly5	PatientTransit.orderly-travel-to-patient	4.559533599166667
6.5483646874999994	1	1	Orderly5	PatientTransit.pickup	4.70326455861111
6.5483646874999994	1	1	Orderly5	PatientTransit.travel-to-destination	4.8918597494444445
6.5483646874999994	1	1	Orderly5	PatientTransit.dropoff	4.964188260833334
6.5483646874999994	1	1	Orderly5	PatientTransit.wait-at-dropoff	5.2506588913888885
6.5483646874999994	1	1	Orderly5	PatientTransit.orderly-travel-to-patient	5.552106253055555
6.5483646874999994	1	1	Orderly5	PatientTransit.pickup	6.065951377222222
6.5483646874999994	1	1	Orderly5	PatientTransit.travel-to-destination	6.147063148333333
6.5483646874999994	1	1	Orderly5	PatientTransit.dropoff	6.15832046
6.5483646874999994	1	1	Orderly5	PatientTransit.wait-at-dropoff	6.191032294999999
6.5483646874999994	1	1	Orderly5	PatientTransit.travel-to-base	6.5243656283333324
6.5483646874999994	1	1	Orderly5	PatientTransit.wait-task-orderly	6.5483646874999994
6.629936541666666	1	1	Orderly6	PatientTransit.orderly-travel-to-patient	5.801312191666666
6.629936541666666	1	1	Orderly6	PatientTransit.pickup	6.082503799166666
6.629936541666666	1	1	Orderly6	PatientTransit.travel-to-destination	6.142156261666667
6.629936541666666	1	1	Orderly6	PatientTransit.dropoff	6.151773662222222
6.629936541666666	1	1	Orderly6	PatientTransit.wait-at-dropoff	6.224518298333334
6.629936541666666	1	1	Orderly6	PatientTransit.travel-to-base	6.557851631666667
6.629936541666666	1	1	Orderly6	PatientTransit.wait-task-orderly	6.629936541666666
6.660015641111111	1	1	Orderly3	PatientTransit.orderly-travel-to-patient	5.899236858333333
6.660015641111111	1	1	Orderly3	PatientTransit.pickup	5.942215885
6.660015641111111	1	1	Orderly3	PatientTransit.travel-to-destination	6.001320779166667
6.660015641111111	1	1	Orderly3	PatientTransit.dropoff	6.225634583055555
6.660015641111111	1	1	Orderly3	PatientTransit.wait-at-dropoff	6.262908247777777
6.660015641111111	1	1	Orderly3	PatientTransit.travel-to-base	6.59624158111111
6.660015641111111	1	1	Orderly3	PatientTransit.wait-task-orderly	6.660015641111111
6.728431947222222	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	3.355728224722222
6.728431947222222	1	1	Orderly2	PatientTransit.pickup	3.561288723055555
6.728431947222222	1	1	Orderly2	PatientTransit.travel-to-destination	3.6750083241666665
6.728431947222222	1	1	Orderly2	PatientTransit.dropoff	3.885542514166666
6.728431947222222	1	1	Orderly2	PatientTransit.wait-at-dropoff	3.9703215377777776
6.728431947222222	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	4.291825141944444
6.728431947222222	1	1	Orderly2	PatientTransit.pickup	4.754061374444444
6.728431947222222	1	1	Orderly2	PatientTransit.travel-to-destination	4.856556996666666
6.728431947222222	1	1	Orderly2	PatientTransit.dropoff	4.873860634722222
6.728431947222222	1	1	Orderly2	PatientTransit.wait-at-dropoff	5.008504207777778
6.728431947222222	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	5.008504207777778
6.728431947222222	1	1	Orderly2	PatientTransit.pickup	5.760624969444444
6.728431947222222	1	1	Orderly2	PatientTransit.travel-to-destination	5.781567992777778
6.728431947222222	1	1	Orderly2	PatientTransit.dropoff	6.0619567638888885
6.728431947222222	1	1	Orderly2	PatientTransit.wait-at-dropoff	6.274389288888889
6.728431947222222	1	1	Orderly2	PatientTransit.travel-to-base	6.607722622222222
6.728431947222222	1	1	Orderly2	PatientTransit.wait-task-orderly	6.728431947222222
6.9529422613888885	1	1	Orderly4	PatientTransit.orderly-travel-to-patient	5.933895636944444
6.9529422613888885	1	1	Orderly4	PatientTransit.pickup	6.128560993888889
6.9529422613888885	1	1	Orderly4	PatientTransit.travel-to-destination	6.273877801944444
6.9529422613888885	1	1	Orderly4	PatientTransit.dropoff	6.309491849722222
6.9529422613888885	1	1	Orderly4	PatientTransit.wait-at-dropoff	6.430415326944445
6.9529422613888885	1	1	Orderly4	PatientTransit.travel-to-base	6.763748660277778
6.9529422613888885	1	1	Orderly4	PatientTransit.wait-task-orderly	6.9529422613888885
7.51720130111111	1	1	Orderly1	PatientTransit.orderly-travel-to-patient	6.505980488888889
7.51720130111111	1	1	Orderly1	PatientTransit.pickup	6.618263368611111
7.51720130111111	1	1	Orderly1	PatientTransit.travel-to-destination	6.631300413333333
7.51720130111111	1	1	Orderly1	PatientTransit.dropoff	6.816426292777777
7.51720130111111	1	1	Orderly1	PatientTransit.wait-at-dropoff	6.873651609166666
7.51720130111111	1	1	Orderly1	PatientTransit.travel-to-base	7.2069849425
7.51720130111111	1	1	Orderly1	PatientTransit.wait-task-orderly	7.51720130111111
7.6195956422222215	1	1	Orderly5	PatientTransit.orderly-travel-to-patient	6.822829183611111
7.6195956422222215	1	1	Orderly5	PatientTransit.pickup	6.9201818402777775
7.6195956422222215	1	1	Orderly5	PatientTransit.travel-to-destination	6.989296948888889
7.6195956422222215	1	1	Orderly5	PatientTransit.dropoff	7.111997428055555
7.6195956422222215	1	1	Orderly5	PatientTransit.wait-at-dropoff	7.249573801944444
7.6195956422222215	1	1	Orderly5	PatientTransit.travel-to-base	7.582907135277778
7.6195956422222215	1	1	Orderly5	PatientTransit.wait-task-orderly	7.6195956422222215
7.986755140277777	1	1	Orderly6	PatientTransit.orderly-travel-to-patient	7.325297804444444
7.986755140277777	1	1	Orderly6	PatientTransit.pickup	7.387426775555555
7.986755140277777	1	1	Orderly6	PatientTransit.travel-to-destination	7.413618198888888
7.986755140277777	1	1	Orderly6	PatientTransit.dropoff	7.448161227499999
7.986755140277777	1	1	Orderly6	PatientTransit.wait-at-dropoff	7.553353011944444
7.986755140277777	1	1	Orderly6	PatientTransit.travel-to-base	7.886686345277777
7.986755140277777	1	1	Orderly6	PatientTransit.wait-task-orderly	7.986755140277777
8.102971464444444	1	1	Orderly3	PatientTransit.orderly-travel-to-patient	7.338480618611111
8.102971464444444	1	1	Orderly3	PatientTransit.pickup	7.407575982777777
8.102971464444444	1	1	Orderly3	PatientTransit.travel-to-destination	7.477168917777778
8.102971464444444	1	1	Orderly3	PatientTransit.dropoff	7.525281651666666
8.102971464444444	1	1	Orderly3	PatientTransit.wait-at-dropoff	7.555928516388889
8.102971464444444	1	1	Orderly3	PatientTransit.travel-to-base	7.889261849722222
8.102971464444444	1	1	Orderly3	PatientTransit.wait-task-orderly	8.102971464444444
10.154331968055557	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	8.730491609444444
10.154331968055557	1	1	Orderly2	PatientTransit.pickup	8.757011416388888
10.154331968055557	1	1	Orderly2	PatientTransit.travel-to-destination	8.798146808333334
10.154331968055557	1	1	Orderly2	PatientTransit.dropoff	8.829737019166666
10.154331968055557	1	1	Orderly2	PatientTransit.wait-at-dropoff	9.096020856666666
10.154331968055557	1	1	Orderly2	PatientTransit.travel-to-base	9.429354189999998
10.154331968055557	1	1	Orderly2	PatientTransit.wait-task-orderly	10.154331968055557
10.192179896388888	1	1	Orderly4	PatientTransit.orderly-travel-to-patient	8.738043079444443
10.192179896388888	1	1	Orderly4	PatientTransit.pickup	8.97003484611111
10.192179896388888	1	1	Orderly4	PatientTransit.travel-to-destination	9.367330283055557
10.192179896388888	1	1	Orderly4	PatientTransit.dropoff	9.406531601944444
10.192179896388888	1	1	Orderly4	PatientTransit.wait-at-dropoff	9.438047696666667
10.192179896388888	1	1	Orderly4	PatientTransit.travel-to-base	9.771381029999999
10.192179896388888	1	1	Orderly4	PatientTransit.wait-task-orderly	10.192179896388888
10.295872469999999	1	1	Orderly1	PatientTransit.orderly-travel-to-patient	9.442099734166668
10.295872469999999	1	1	Orderly1	PatientTransit.pickup	9.498266389722222
10.295872469999999	1	1	Orderly1	PatientTransit.travel-to-destination	9.578457082222222
10.295872469999999	1	1	Orderly1	PatientTransit.dropoff	9.676194968611112
10.295872469999999	1	1	Orderly1	PatientTransit.wait-at-dropoff	9.711200161666667
10.295872469999999	1	1	Orderly1	PatientTransit.travel-to-base	10.044533495
10.295872469999999	1	1	Orderly1	PatientTransit.wait-task-orderly	10.295872469999999
10.994833594722222	1	1	Orderly4	PatientTransit.orderly-travel-to-patient	10.217705186111111
10.994833594722222	1	1	Orderly4	PatientTransit.pickup	10.265073500277776
10.994833594722222	1	1	Orderly4	PatientTransit.travel-to-destination	10.310069819444443
10.994833594722222	1	1	Orderly4	PatientTransit.dropoff	10.438836715833332
10.994833594722222	1	1	Orderly4	PatientTransit.wait-at-dropoff	10.473030378888888
10.994833594722222	1	1	Orderly4	PatientTransit.orderly-travel-to-patient	10.544054586388889
10.994833594722222	1	1	Orderly4	PatientTransit.pickup	10.672629996388888
10.994833594722222	1	1	Orderly4	PatientTransit.travel-to-destination	10.68733645861111
10.994833594722222	1	1	Orderly4	PatientTransit.dropoff	10.759504941111112
10.994833594722222	1	1	Orderly4	PatientTransit.wait-at-dropoff	10.787494115833333
10.994833594722222	1	1	Orderly4	PatientTransit.travel-to-base	10.806363712222222
10.994833594722222	1	1	Orderly4	PatientTransit.wait-task-orderly	10.994833594722222
11.192317221111109	1	1	Orderly6	PatientTransit.orderly-travel-to-patient	10.051875883055555
11.192317221111109	1	1	Orderly6	PatientTransit.pickup	10.363934771388887
11.192317221111109	1	1	Orderly6	PatientTransit.travel-to-destination	10.397626695277777
11.192317221111109	1	1	Orderly6	PatientTransit.dropoff	10.51912020638889
11.192317221111109	1	1	Orderly6	PatientTransit.wait-at-dropoff	10.724331924166666
11.192317221111109	1	1	Orderly6	PatientTransit.travel-to-base	11.0576652575
11.192317221111109	1	1	Orderly6	PatientTransit.wait-task-orderly	11.192317221111109
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	10.154331968055557
13.92869735	1	1	Orderly2	PatientTransit.pickup	10.216214133888888
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	10.3272220275
13.92869735	1	1	Orderly2	PatientTransit.dropoff	10.454580755
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	10.649813195277778
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	10.757761205555555
13.92869735	1	1	Orderly2	PatientTransit.pickup	11.030930530555555
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	11.107798815555554
13.92869735	1	1	Orderly2	PatientTransit.dropoff	11.344403884722222
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	11.372463045555556
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	11.372463045555556
13.92869735	1	1	Orderly2	PatientTransit.pickup	11.519314898055555
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	11.5636222275
13.92869735	1	1	Orderly2	PatientTransit.dropoff	11.59301400111111
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	11.623683632499999
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	11.623683632499999
13.92869735	1	1	Orderly2	PatientTransit.pickup	11.807772311666666
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	11.84029856722222
13.92869735	1	1	Orderly2	PatientTransit.dropoff	12.03192393861111
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	12.102351448888887
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	12.102351448888887
13.92869735	1	1	Orderly2	PatientTransit.pickup	12.106445266666665
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	12.232482335555556
13.92869735	1	1	Orderly2	PatientTransit.dropoff	12.247661029444444
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	12.274692610277778
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	12.274692610277778
13.92869735	1	1	Orderly2	PatientTransit.pickup	12.913179970833333
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	13.06877286722222
13.92869735	1	1	Orderly2	PatientTransit.dropoff	13.399863425
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	13.456565459444445
13.92869735	1	1	Orderly2	PatientTransit.orderly-travel-to-patient	13.456565459444445
13.92869735	1	1	Orderly2	PatientTransit.pickup	13.467134176666665
13.92869735	1	1	Orderly2	PatientTransit.travel-to-destination	13.489610612499998
13.92869735	1	1	Orderly2	PatientTransit.dropoff	13.722733853333333
13.92869735	1	1	Orderly2	PatientTransit.wait-at-dropoff	13.768814955555555
13.92869735	1	1	Orderly2	PatientTransit.travel-to-base	13.789898792777777
13.92869735	1	1	Orderly2	PatientTransit.wait-task-orderly	13.92869735
13.960453852777777	1	1	Orderly5	PatientTransit.orderly-travel-to-patient	9.497655213333331
13.960453852777777	1	1	Orderly5	PatientTransit.pickup	10.57103088361111
13.960453852777777	1	1	Orderly5	PatientTransit.travel-to-destination	10.582164953888888
13.960453852777777	1	1	Orderly5	PatientTransit.dropoff	10.786379316388889
13.960453852777777	1	1	Orderly5	PatientTransit.wait-at-dropoff	10.927570127777777
13.960453852777777	1	1	Orderly5	PatientTransit.orderly-travel-to-patient	11.15372742
13.960453852777777	1	1	Orderly5	PatientTransit.pickup	11.211636538055554
