adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
FALSE,/dR78i8aMsa8wIuBiHGfU8K5gNL7.jpg,,901385,en,Significant Other,"Ruth and Harry decide to take a romantic backpacking trip through the Pacific Northwest, but amongst the beautiful scenery, Ruth makes an unexpected discovery that sets her off on a strange, frightening new path. The couple aren't alone in the woods, and they might not be the same when they come out...if they come out.",16.739,/cENXzoBLd3VJloPlVOQtpM4ymgg.jpg,2022-10-06,Significant Other,FALSE,6,154
FALSE,/wsjcWHezujlzhBpED3KXq3JkxmB.jpg,,531306,en,Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",18.178,/yhzTeZU5OULn3ePGF58Rc5oIocZ.jpg,2019-05-24,Rim of the World,FALSE,6,866
FALSE,/mu4q1jPLdW5hE7BWZEWRvuAh3ZN.jpg,,492719,ja,GODZILLA 決戦機動増殖都市,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",16.608,/8y1YhD6niL3aMfeEPhStHMWdPxH.jpg,2018-05-18,Godzilla: City on the Edge of Battle,FALSE,6.5,282
FALSE,/kEY6RjklHdwJfg5Wxnu20aAc618.jpg,,302349,en,Iron Sky: The Coming Race,"Twenty Nine years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. An old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity, they must fight the Vril, an ancient shapeshifting reptilian race and their army of dinosaurs.",15.159,/l5t2Nf1F7iQUKTrODg93xmQzZLj.jpg,2019-01-25,Iron Sky: The Coming Race,FALSE,5.1,321
FALSE,/mCqcJiTAuI8fFYHwQcwJ4AUCVG9.jpg,,8836,en,The X Files: I Want to Believe,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",16.394,/s3x7CZO7gCICKQkA5rSgorkJzYy.jpg,2008-07-24,The X Files: I Want to Believe,FALSE,5.7,1324
FALSE,/at9UA6p81CHBHNPbnIBgXzKQycl.jpg,,282069,ja,寄生獣,"Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why.",19.084,/lNzCFguC8wEyJWP89ewQYK8d2nJ.jpg,2014-11-29,Parasyte: Part 1,FALSE,7.1,227
FALSE,/hSReqBO1HnxblRM4quBmAj79oi3.jpg,,313943,en,Revolt,"The story of humankind's last stand against a cataclysmic alien invasion. Set in the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien onslaught. Their bond will be tested as they search for refuge across a crumbling world.",16.076,/eM2zipCkAXhp0BZF2noDp7bRFgV.jpg,2017-07-01,Revolt,FALSE,5.5,319
FALSE,/cVwPmOixrOwUU2m657U82aarG9S.jpg,,38582,ja,ゴジラ対メカゴジラ,"An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.",16.818,/ai92jga3nzkeWdPIeZBo6vyhUj5.jpg,1974-03-20,Godzilla vs. Mechagodzilla,FALSE,7,194
FALSE,/imiBIsvNU3TbMB3sbqKanKODS33.jpg,,43933,en,Monsters,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",16.303,/qpJyTxR33KG9qFmXoCD5AUTToPl.jpg,2010-06-18,Monsters,FALSE,6.2,1399
FALSE,/9p29QBHdeeaZZeHbOVcKYb66M3s.jpg,,258193,en,Alien Abduction,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,23.72,/h4Ny82lizNTdTH2MFLjjyOVDWtk.jpg,2014-04-04,Alien Abduction,FALSE,5.8,327
FALSE,/eYrjffVvcc0MEgy9RcquvWyBGtQ.jpg,,9425,en,Soldier,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",14.48,/rYy5m4nnjdlvB6dyGkP9ELZbUZz.jpg,1998-10-23,Soldier,FALSE,6.4,730
FALSE,/i3TisW0YbXEtUQSIJPgKUI4WCF3.jpg,,2067,en,Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",15.462,/beDWEWxgFlt1UWvf2al9cjDol2i.jpg,2000-03-10,Mission to Mars,FALSE,6,1256
FALSE,/fny1B9hmVilFtU3RRjkMZffBjUi.jpg,,9663,en,Starman,"When an alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona, the government tries to stop them.",14.495,/cgDeFWkYi6e9FT5RiQPCbQ9HlXZ.jpg,1984-12-13,Starman,FALSE,6.9,736
FALSE,/n5VzzrVkB76ClStko97bQ6UySlq.jpg,,12702,en,Critters 3,"In what appears to be a cross between Critters and The Towering Inferno, the residents of a shoddy L.A. apartment block are chased up to the roof by hoards of the eponymous hairy horrors.",17.476,/frjklbq23pRgBjhekEq6drQkrZm.jpg,1991-12-11,Critters 3,FALSE,5.1,315
FALSE,/iRgeHQopYhlJwJv4aup6eC10Ajj.jpg,,12889,en,Futurama: The Beast with a Billion Backs,"Fresh off ripping space-time a new one at the end of ""Bender's Big Score,"" the Planet Express crew is back to mend the tear in reality, or (hopefully) at least not make it worse.  Beyond the tear, though, lurks a being of inconceivable...tentacularity.  What will become of Earth, and indeed, our universe, when faced with the Beast with a Billion Backs?",20.47,/2BW6JAW4wo7t5wD3WVfoijzosvt.jpg,2008-06-30,Futurama: The Beast with a Billion Backs,FALSE,6.9,482
FALSE,/t0zmLLLDBEw7lS5xKuHRnjra5qn.jpg,,268092,en,Transformers Prime Beast Hunters: Predacons Rising,"Autobots, Decepticons, Predaking and Predacons form an unlikely alliance to battle a resurrected Unicron.",20.461,/aCbEcwlS7Nb3xtogQS4No956Zb7.jpg,2013-10-04,Transformers Prime Beast Hunters: Predacons Rising,FALSE,8.2,106
FALSE,/xG8MoAb91jRGi01iwU0UMpXNlvK.jpg,,688258,en,Occupation: Rainfall,"Two years into an intergalactic invasion of Earth, survivors in Sydney, Australia, fight back in a desperate ground war. As casualties mount by the day, the resistance and their unexpected allies, uncover a plot that could see the war come to a decisive end. With the Alien invaders hell-bent on making earth their new home, the race is on to save mankind.",16.469,/vpq8XjZ3ZalcbqWOYIdqcV7FbIJ.jpg,2020-10-30,Occupation: Rainfall,FALSE,6.3,200
FALSE,/120mn0ZPhbDWISY2cmWSYUGWCzi.jpg,,384521,en,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",18.654,/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,2018-02-04,The Cloverfield Paradox,FALSE,5.6,2955
FALSE,/pG64tru9ztckSuWQFZCA7Oi2c3C.jpg,,10328,en,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",19.688,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,1985-06-21,Cocoon,FALSE,6.6,1133
FALSE,/6IZ84KFhNpy6htsJmwFVuK30pyp.jpg,,429471,en,Captive State,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.",14.938,/cVo7lylXAUDGuvDZBUYaP8Zjbku.jpg,2019-03-15,Captive State,FALSE,5.6,1029
FALSE,/1viDPGEPpEZBVwuIotnaXBQNyGQ.jpg,,9849,en,My Favorite Martian,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",14.161,/pOp4xriDEFUy2uN0BfnHJcjzqWt.jpg,1999-02-11,My Favorite Martian,FALSE,5.6,267
FALSE,/mzUlj50xmDMFAnlfqWg0qO6uGOL.jpg,,34003,en,Turtles Forever,"Turtles Forever is a made-for-tv animated movie. Produced in celebration of the 25th anniversary of the Teenage Mutant Ninja Turtles franchise, the movie teams up different incarnations of the titular heroes—chiefly the light-hearted, child-friendly characters from the 1987 animated series and the darker cast of the 4Kids' own 2003 animated series—in an adventure that spans multiple universes.",15.616,/7PRI4GFIbuLHaYvw1AZEt19riIO.jpg,2009-11-21,Turtles Forever,FALSE,7.3,116
FALSE,/vsjuHP9RQZJgYUvvSlO3mjJpXkq.jpg,,200,en,Star Trek: Insurrection,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",16.355,/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg,1998-12-11,Star Trek: Insurrection,FALSE,6.4,1061
FALSE,/mBbA77FyzhU0Tz9tmbKG8heGmh3.jpg,,594718,ru,Спутник,"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…",19.37,/eAUzmhP54bE1vPXaY7FbuZREJlR.jpg,2020-09-08,Sputnik,FALSE,6.5,622
FALSE,/qyOO0dgss0oeUYFPWbbdALDgOSm.jpg,,2114,en,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",14.802,/47b1EwFqqSWxYna7NtUM7iML4oT.jpg,2001-07-02,Final Fantasy: The Spirits Within,FALSE,6.2,1318
FALSE,/26U4h1sYcZy9FOsmxkLmrQu6lBq.jpg,,559957,zh,上海堡垒,"Set in the future, the city of Shanghai battle to defend itself against an ongoing attack by an alien force that has attacked and laid siege to numerous cities around the globe in it's quest to harvest a hidden energy only found on earth.",14.606,/cODqUZ3XzDz4lkhxw0OnaUSfz8R.jpg,2019-08-09,Shanghai Fortress,FALSE,5.4,109
FALSE,/yDzIJDTHpUnhav7EajmVGSFh3fT.jpg,,19384,en,Dark Angel,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...",18.581,/jRL2OxZXsGWFVbfoyk4Y0LeI9WS.jpg,1990-01-26,Dark Angel,FALSE,6,250
FALSE,/bNgxtB19C56xd57uEmnXF66knD3.jpg,,265016,en,Extraterrestrial,"Five friends set out to a cabin in the woods for a fun weekend getaway that is, until extraterrestrial visitors turn it into a fight for their lives. The group is pulled from their reverie when a flickering object crashes deep in the woods. As they investigate, the friends stumble across an alien spacecraft, and its inhabitants have not arrived in peace.",16.234,/mmiG916iIh6w378qBjRfTonqOWb.jpg,2014-10-17,Extraterrestrial,FALSE,5.5,457
FALSE,/aFnF8gvNedNWHoCNTjZWphebecd.jpg,,13190,en,Dead Space: Downfall,"On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.",16.326,/w8KNXRQF9UzplokFlDrNMt0FkW7.jpg,2008-10-27,Dead Space: Downfall,FALSE,6.1,302
FALSE,/m4nLaQmnppjbxozI55OHtda5rOl.jpg,,302960,en,Scooby-Doo! Moon Monster Madness,"It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!",12.328,/gwyT0ljh8mVViwO6N5p4ACcIsW5.jpg,2015-02-17,Scooby-Doo! Moon Monster Madness,FALSE,7.7,151
FALSE,/9tjIgkkbajG2zMI4Yk21hpttXv0.jpg,,14609,en,Ultimate Avengers: The Movie,"When a nuclear missile was fired at Washington in 1945, Captain America managed to detonate it in the upper atmosphere. But then he fell miles into the icy depths of the North Atlantic, where he remained lost for over sixty years. But now, with the world facing the very same evil, Captain America must rise again as our last hope for survival.",13.572,/fKQqZEDmvKMCXEQztvMJHGou9dO.jpg,2006-02-21,Ultimate Avengers: The Movie,FALSE,6.8,310
FALSE,/giaqkJawiez0jnXMdm9OwSmJhPd.jpg,,18162,en,Land of the Lost,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",16.812,/wpX0SnZI7XyXlL8UfvmmeThkmgw.jpg,2009-06-05,Land of the Lost,FALSE,5.4,1179
FALSE,/30aHDHSHGX4HEeKlrgCwhTU72QP.jpg,,10785,en,The Thing from Another World,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,10.801,/rm2w8dEhOGDuckB6i0Spz9lTzpR.jpg,1951-04-05,The Thing from Another World,FALSE,6.8,496
FALSE,/aLDQl8iUzrapHOob3VHgmyX1ijj.jpg,,670428,en,Psycho Goreman,"Siblings Mimi and Luke unwittingly resurrect an ancient alien overlord. Using a magical amulet, they force the monster to obey their childish whims, and accidentally attract a rogues’ gallery of intergalactic assassins to small-town suburbia.",21.403,/foQnDv051kQ7satMQkbkPsUxzkD.jpg,2020-10-29,Psycho Goreman,FALSE,6,292
FALSE,/rQsEthDKRpADn8IK3BXX3FdcRf1.jpg,,57876,en,Area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",15.523,/ochcUJTPQSfU5fDMA21y4xoDzeX.jpg,2015-05-15,Area 51,FALSE,4.8,518
FALSE,/opKdoGhDNDJlpskVyCO9vhfwFH6.jpg,,9872,en,Explorers,"The visionary dreams of three curious and adventuresome young boys become an exciting reality in Explorers, the action-fantasy from director Joe Dante, who combines keen humor, warmth and fantasy with unexpected twists. In their makeshift laboratory, the boys use an amazing discovery and their ingenuity to build their own spaceship and launch themselves on a fantastic interplanetary journey.",14.261,/oFJosj5ECYjf1jkvpTEjGNzPx2x.jpg,1985-07-12,Explorers,FALSE,6.2,403
FALSE,/piGIiXsYrmBg65YxsfE4BBFvYyN.jpg,,10153,en,Sphere,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",17.707,/5IMr0L4BoONvN5i9kyVd0zGww3L.jpg,1998-02-13,Sphere,FALSE,6.1,1425
FALSE,/4phMeITqEnShF5C3ZD0Q8YQFMAB.jpg,,574982,ru,Аванпост,"Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking.",13.808,/avl9MEQhtvokNnzoWepkmHBZ2ss.jpg,2019-11-21,The Blackout,FALSE,6.4,368
FALSE,/gXSpNiP9a5uq0mo1hcfp2PVUsOV.jpg,,503314,ja,ドラゴンボール超スーパー ブロリー,"Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",16.802,/f03YksE4NggUjG75toz4H1YAGRf.jpg,2018-12-14,Dragon Ball Super: Broly,FALSE,7.9,2673
FALSE,/c535NH6JGgeJtJu8CvUFYnwltf6.jpg,,16306,fr,La Planète sauvage,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",13.992,/prq0j1S0K07UjwLZLF6oMGflRUI.jpg,1973-12-01,Fantastic Planet,FALSE,7.7,803
FALSE,/l9PA7TICMVOyVuXDYN5Nz8SxwcV.jpg,,260372,en,Bermuda Tentacles,"After Air Force One goes down during a storm over the Bermuda Triangle, the United States Navy is dispatched to find the escape pod holding the President. A giant monster beneath the ocean awakens and attacks the fleet.",15.189,/3pJn8rURnQIEyFHk2spT5YMjGGP.jpg,2014-04-04,Bermuda Tentacles,FALSE,4,65
FALSE,/mXcoOFlpwNepO3TsWGuPb9Aurld.jpg,,312526,en,Alien Outpost,A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.,12.48,/dXe0HXP66DyTv6mw5pxbGq89knr.jpg,2014-09-19,Alien Outpost,FALSE,5.2,203
FALSE,/842AcW0eLEIagMTXLdbGVSsDHLh.jpg,,8974,en,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, until they discover it is the first of many transport devices from Mars bringing an army of invaders invincible to any man-made weapon, even the atomic bomb.",14.474,/gzc75Za4ArqfXIIr7STNnIE5rnA.jpg,1953-08-13,The War of the Worlds,FALSE,6.8,541
FALSE,/ldxi7dKtud2KrStUr8V9P65ixNr.jpg,,14611,en,Ultimate Avengers 2: Rise of the Panther,"Mysterious Wakanda lies in the darkest heart of Africa, unknown to most of the world. An isolated land hidden behind closed borders, fiercely protected by its young king: Black Panther. But when brutal alien invaders attack, the threat leaves Black Panther with no option but to go against the sacred decrees of his people and ask for help from outsiders.",13.718,/h1PKqtjuTifmTU0EqM4W0Br2pHX.jpg,2006-08-08,Ultimate Avengers 2: Rise of the Panther,FALSE,6.7,257
FALSE,/95AKEQdhAF7YlH6XJSOFaqNTW0J.jpg,,491633,en,Marvel Rising: Secret Warriors,"When a threat no one could have expected bears down on the Marvel Universe, this ragtag, untrained band of teens have no choice but to rise together and prove to the world that sometimes the difference between a 'hero' and 'misfit' is just in the name.",12.973,/kY1ufnbv2bTyoNcAtGF4BwapKi6.jpg,2018-09-30,Marvel Rising: Secret Warriors,FALSE,6.8,92
FALSE,/xI78c4sz0Vw1rafa5y5LHYzNbqW.jpg,,11884,en,The Last Starfighter,A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.,17.146,/an1H0DPADLDlEsiUy8vE9AWqrhm.jpg,1984-07-13,The Last Starfighter,FALSE,6.6,604
FALSE,/ml1cXQaoou7pNXxRl5V85UAts0q.jpg,,9317,fr,La Soupe aux choux,Two buddy farmers are visited by aliens who like their domestic cabbage soup.,13.443,/zEUG0uqQBAQ9fYV8eL2S2twYAhf.jpg,1981-12-02,The Cabbage Soup,FALSE,6.4,771
FALSE,/zWNSygfmyghMvtc74CAObNQwOka.jpg,,20410,en,Scooby-Doo and the Alien Invaders,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",15.656,/sr3j6B3fLrZKnOvembNERKSayCv.jpg,2000-10-03,Scooby-Doo and the Alien Invaders,FALSE,7.2,327
FALSE,/6qQZ54iVgQWOFaVWss77yHy8YHu.jpg,,2210,en,Earth Girls Are Easy,"In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",12.89,/pO9Edq8mgp9kD3N6EkCGYLnIVaA.jpg,1988-09-08,Earth Girls Are Easy,FALSE,5.7,323
FALSE,/t3wX0hMH0esnx4SZEbugYCnCoMl.jpg,,10658,en,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,13.089,/eU0dWo8PJgsSAZFbcyHiUpuLSyW.jpg,1986-08-01,Howard the Duck,FALSE,5.4,897
FALSE,/mZGwhwIwYuF0G9XLS8j23dhNfUC.jpg,,2787,en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",13.048,/3AnlxZ5CZnhKKzjgFyY6EHxmOyl.jpg,2000-02-18,Pitch Black,FALSE,6.8,3998
FALSE,/bz8N9J6Uhj0cgwKSib0XMoULVC5.jpg,,4722,en,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",13.118,/s8WdtuOBvfEsuPtbQVpNfEgd5aR.jpg,1993-06-09,Body Snatchers,FALSE,6.1,340
FALSE,/frTXhzfhoVPVwPJKJx40svhmPeW.jpg,,218784,en,Freaks of Nature,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",15.616,/uOfXM61tr3sDoyyAaNTDyfxxyaE.jpg,2015-10-30,Freaks of Nature,FALSE,6.2,493
FALSE,/i7CnPfhYUttdYAXsGLI6MVqbnkB.jpg,,15060,en,Futurama: Into the Wild Green Yonder,"Leela becomes an outlaw when she and a group of ecologically-minded feminists attempt to save an asteroid of primitive life forms and the Violet Dwarf star from being destroyed, while Fry joins a secret society and attempts to stop a mysterious species known as the ""Dark Ones"" from destroying all life in the universe.",14.112,/oL6SymcxQE6TN9KrrbdyhlulnEG.jpg,2009-02-23,Futurama: Into the Wild Green Yonder,FALSE,7,468
FALSE,/ufEfaCjO8KDFk1frQbueoVd1s8z.jpg,,12120,en,My Stepmother Is an Alien,"Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.",15.354,/o9feh3DGHvNZ835cm2ajYHwZwiN.jpg,1988-12-09,My Stepmother Is an Alien,FALSE,5.7,455
FALSE,/A805E3bj8RcZvgQOiTuFMiUHiYq.jpg,,641370,en,Invasion: Planet Earth,"On the same day that Tom Dunn finds out that he is to become a father again, the people of Earth become plagued with terrifying visions of the end of the world. When a gigantic, all-consuming alien mothership launches a ruthless attack, chaos and destruction follow. The ultimate war for Planet Earth is about to begin...",11.964,/29sq0JjJslhPKhWjfMJVJ9fSmVw.jpg,2019-12-05,Invasion: Planet Earth,FALSE,5.4,88
FALSE,/b7HsWYjyrVkDPkAFFAGZ76iainK.jpg,,11548,en,*batteries not included,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",19.132,/8NkpnpdLd8J6zCR8ZGTeGTur4uO.jpg,1987-12-18,*batteries not included,FALSE,6.6,609
FALSE,/7INzL184hcCb6JveA65BOClUGc.jpg,,10516,fr,Le Gendarme et les Extra-terrestres,"The bungling inspector Cruchot finds himself trying to save the residents of St. Tropez from some oil-drinking humanoid aliens. The only way to tell the aliens from the real people, besides their constant thirst for oil-products, is that they sound like empty garbage cans when you touch them. Chaos is ahead.",13.042,/5XKdP3FFaq81nmkDirMOWkIWJL7.jpg,1979-01-31,The Gendarme and the Creatures from Outer Space,FALSE,6.1,546
FALSE,/pDWP8jxU6x25dOGonT7kwfbwzcy.jpg,,11864,en,Enemy Mine,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",18.518,/a3dr9L8VIjhEvivzQ2M12VQDere.jpg,1985-12-12,Enemy Mine,FALSE,6.9,850
FALSE,/cXBWShG3jPpKWJEgadsb1795KXm.jpg,,12914,en,Stargate: Continuum,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,15.511,/aP22JTw7or68WwqwFu1Bwrg66Ev.jpg,2008-07-29,Stargate: Continuum,FALSE,7.1,433
FALSE,/j3Nvs9rZDjsOU3jwtxUwyEum1pn.jpg,,9423,en,Virus,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",12.958,/5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg,1999-01-14,Virus,FALSE,5.4,519
FALSE,/88WBPXCGrpf3U6WlGc0dd3em21t.jpg,,16268,en,War of the Worlds 2: The Next Wave,"Two years after the Martian invasion, George Herbert's worst fears are realized: The Aliens have returned. As a second wave of Martian walkers lay waste to what's left of Earth, an alliance of military forces prepares a daring attack on the Red Planet itself. Once again, the future of mankind hangs in the balance.",17.341,/cgvjzr1Ce6jTjmg4Z3Qt0hxCaYA.jpg,2008-02-01,War of the Worlds 2: The Next Wave,FALSE,4,53
FALSE,/ol85vXUrOnXpfVU6ZVFBoqTNGGt.jpg,,15766,ja,三大怪獣　地球最大の決戦,A meteor lands in Kurobe Valley as detective Shindo is assigned to protect Princess Salno from assassination. She emerges under the guise of a Venusian prophetess and catches the attention of journalist Naoko and Mothra's fairies by predicting a powerful space monster's arrival. The infant Mothra must convince Godzilla and Rodan to set aside their hatred of humanity or face the monster alone.,14.738,/qkI5nhvxx3233gQmoQvv0W3MB7A.jpg,1964-12-20,"Ghidorah, the Three-Headed Monster",FALSE,7.1,194
FALSE,/qFZKou1QnTDqCMNXy4rM5jOoTe6.jpg,,10127,en,Critters 2,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.",13.713,/5rR3dVJXnXskkBBWKbLg5EDKWtT.jpg,1988-04-29,Critters 2,FALSE,6,364
